eduid,id,official_name,official_short,official_address,official_region,official_years,our_name,our_short,our_years
100019255,053793277,Základná škola s materskou školou - Alapiskola és Óvoda,Zákl.škola s MŠ,Bátka,Banskobystrický,"ss:9,zs:9",,,
100019254,053799062,Súkromná základná škola LIBELLUS,Súkromná ZŠ LIBELLUS,"Mokrohájska 3, Bratislava-Karlova Ves",Bratislavský,"ss:9,zs:9",,,
100019260,053813693,Súkromná základná škola POD STROMOM,Súkromná ZŠ,"Nábrežie Dr. Aurela Stodolu 49, Liptovský Mikuláš",Žilinský,"ss:9,zs:9",,,
100019275,053863097,Základná škola s materskou školou,Základná škola s MŠ,Hronské Kľačany,Nitriansky,"ss:9,zs:9",,,
100014103,053872801,Základná škola,Základná škola,Chminianske Jakubovany,Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100019288,053880391,Základná škola s materskou školou,Základná škola s MŠ,Nesluša,Žilinský,"ss:9,zs:9",,,
100019277,053887824,Súkromná základná škola,Súkr. zákl. škola,"Ulica B. Nemcovej 1, Lučenec",Banskobystrický,"ss:9,zs:9",,,
100019296,053893565,Súkromná základná škola Felix,Súkromná ZŠ Felix,"Jarná, Žilina",Žilinský,"ss:9,zs:9",,,
100019333,053929152,Základná škola s materskou školou Jozefa Hanulu,ZŠ s MŠ Jozefa Hanulu,"Školská ulica 2, Liptovské Sliače",Žilinský,"ss:9,zs:9",,,
100019365,053948998,Stredná priemyselná škola informačných technológií Ignáca Gessaya,SPŠ inf. tech.,"Medvedzie 1, Tvrdošín",Žilinský,ss:4,,,
100019342,053966864,Stredná odborná škola techniky a služieb,SOŠ techniky a služieb,"SNP 607, Dobšiná",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100019409,054007267,Základná škola s materskou školou,Základná škola s MŠ,"Námestie Kráľovnej pokoja 4, Prešov",Prešovský,"ss:9,zs:9",,,
100019391,054014034,Základná škola s materskou školou,Základná škola s MŠ,Zubné,Prešovský,"ss:9,zs:9",,,
100019300,054014859,Cirkevná základná škola s materskou školou sv. Jána apoštola s vyučovacím jazykom maďarským - Szent János apostol Egyházi Alapiskola és Óvoda,Cirk. ZŠ s MŠ s VJM,"Trhovisko, Dunajská Streda",Trnavský,"ss:9,zs:9",,,
100019464,054047099,Súkromná základná škola,Súkr. ZŠ,"Školská 3, Šaľa",Nitriansky,"ss:9,zs:9",,,
100019460,054054010,Základná škola s materskou školou,Základná škola s MŠ- ZŠ,"Na Hôrke 30, Nitra",Nitriansky,"ss:9,zs:9",,,
100019529,054286816,Základná škola s materskou školou,Základná škola s MŠ,Turie,Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100019517,054286972,Základná škola s materskou školou,ZŠ s MŠ,Vydrany,Trnavský,"zs:10,zs:9",,,
100019581,054528038,Základná škola s materskou školou,Základná škola s MŠ,"Javorová alej 1, Chorvátsky Grob",Bratislavský,"ss:9,zs:9",,,
100019593,054565375,Základná škola,ZŠ,"Plickova 9, Bratislava-Rača",Bratislavský,"ss:9,zs:9",,,
100019525,054622093,Stredná odborná škola lýceum C. S. Lewisa,SOŠ lýceum C. S. Lewisa,"Haanova 28, Bratislava-Petržalka",Bratislavský,ss:4,,,
100019595,054625041,Základná škola s materskou školou,ZŠ s MŠ,"Hlavná, Streženice",Trenčiansky,"ss:9,zs:9",,,
100019613,054654416,Základna škola s materskou školou,ZŠ s MŠ,Varhaňovce,Prešovský,"ss:9,zs:9",,,
100019573,054661510,Súkromná základná škola,Súkromná základná škola,Hlboké nad Váhom,Žilinský,"ss:9,zs:9",,,
100019485,054721024,Základná škola,ZŠ,"Bronzová, Biely Kostol",Trnavský,"ss:9,zs:9",,,
100019723,054849721,Základná škola s materskou školou,Základná škola s MŠ,Jazernica,Žilinský,"ss:9,zs:9",,,
100019648,054851041,Súkromná základná škola,Súkr. ZŠ,"Ovocinárska 29, Nitra",Nitriansky,"ss:9,zs:9",,,
100019730,054851149,Základná škola Citadela,ZŠ Citadela,"Zochova 6-8, Bratislava-Staré Mesto",Bratislavský,"ss:9,zs:9",,,
100019681,054856418,Základná škola s materskou školou,Základná škola s MŠ,Vígľaš,Banskobystrický,"ss:9,zs:9",,,
100019754,054868114,Súkromná základná škola Montessori cesta,Súkromná základná škola,"Budovateľská 59, Prešov",Prešovský,"ss:9,zs:9",,,
100019659,055089771,Základná škola Józsefa Károlyiho s vyučovacím jazykom maďarským - Károlyi József Alapiskola,Zákl. škola s VJM,Vlčany,Nitriansky,"ss:9,zs:9",,,
100018902,055319572,Súkromná základná škola Jolly HOMESCHOOL,S-ZŠ Jolly HOMESCHOOL,"Kukučínova 4, Pezinok",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100019961,055492878,Základná škola s materskou školou,Základná škola s MŠ,Staškov,Žilinský,"ss:9,zs:9",,,
100019964,055494099,Stredná športová škola,Stredná športová škola,"Rosinská, Žilina",Žilinský,"gym:8,ss:4,gym:4",,,
100019947,055538177,Súkromná základná škola,Súkr. ZŠ,"Hummelova 4, Bratislava-Staré Mesto",Bratislavský,"ss:9,zs:9",,,
100019968,055539114,Súkromná základná škola,Súkromná ZŠ,"L. Novomeského, Trenčín",Trenčiansky,"ss:9,zs:9",,,
100019994,055595391,Súkromná základná škola FUTURUM,Súkr. ZŠ FUTURUM,"Moyzesova 5, Košice-Staré Mesto",Košický,"ss:9,zs:9",,,
100019910,055620868,Súkromné bilingválne gymnázium Co.Bra.,Súkr. gym.,"Palisády 51, Bratislava-Staré Mesto",Bratislavský,gym:5,,,
100020037,055624472,Súkromná základná škola Banskobystrická,Súkr. zákl. škola Ban.,"Ružová 15B, Banská Bystrica",Banskobystrický,"ss:9,zs:9",,,
100020100,055710867,Základná škola,Základná škola,Jarovnice,Prešovský,"ss:9,zs:9",,,
100001192,055727328,Základná škola,Základná škola,"Vinohradnícka 70, Limbach",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001410,055796931,Základná škola,Základná škola,"Školská 194, Kalinkovo",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100019897,056070675,Súkromná základná škola SPEAK,Súkr. zákl. škola SPEAK,"Kuzmányho 19, Banská Bystrica",Banskobystrický,"ss:9,zs:9",,,
100020248,056089163,Stredná priemyselná škola informačných technológií a umelej inteligencie Skyro,SPŠ - ITaUI,"Biskupická 21, Bratislava-Podunajské Biskupice",Bratislavský,ss:4,,,
100020251,056122713,Súkromná základná škola,Súkr. ZŠ,"Znievska 9-11, Bratislava-Petržalka",Bratislavský,"ss:9,zs:9",,,
100020260,056244410,Súkromné gymnázium,Súkromné gymnázium,"Poľná 1, Košice-Košická Nová Ves",Košický,"gym:8,gym:4",,,
100012077,056289162,Základná škola,Základná škola,Podhorany,Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100020365,056423233,Súkromná základná škola,Súkr. zákl. škola,"Gemerská cesta 1, Lučenec",Banskobystrický,"ss:9,zs:9",,,
100020279,056451407,Súkromná základná škola,Súkr. ZŠ,"Krajná 1 I, Nová Dedinka",Bratislavský,"ss:9,zs:9",,,
100020471,056459033,Súkromná základná škola Rozmanita,Súkr. ZŠ,"Beňadická 38, Bratislava-Petržalka",Bratislavský,"ss:9,zs:9",,,
100020472,056459203,Súkromná základná škola,Súkr. ZŠ,"Sasinkova 13, Bratislava-Staré Mesto",Bratislavský,"ss:9,zs:9",,,
100020504,056461496,Súkromná základná škola,Súkromná základná škola,"Jarná, Žilina",Žilinský,"ss:9,zs:9",,,
100020473,056477457,Základná škola DOBROdružstvo,ZŠ,"Riznerova 5, Bratislava-Staré Mesto",Bratislavský,"ss:9,zs:9",,,
100001171,710001428,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP - ZŠ pri ZŠ s MŠ,"431, Budmerice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000022,710041110,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,"Dunajská 13, Bratislava-Staré Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100003676,710045883,Základná škola ako organizačná zložka Spojenej školy,ZŠ Spoj.šk,Moravské Lieskové,Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100010180,710048629,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Veľké Dravce,Banskobystrický,"zs:10,ss:9,zs:9,ss:10",,,
100008090,710048831,Základná škola,Základná škola,Necpaly,Žilinský,"zs:10,zs:9",,,
100008666,710048858,Základná škola len s ročníkmi I. stupňa,Základná škola,Sklené,Žilinský,"zs:10,zs:9",,,
100008928,710050755,Základná škola,Základná škola,"Hlavná ulica 124, Kunerad",Žilinský,"zs:10,zs:9",,,
100014782,710051875,Základná škola s materskou školou sv. Košických mučeníkov ako organizačná zložka Spojenej školy sv.Košických mučeníkov,Spoj.šk. sv.KM - ZŠsMŠ sv.Košic.mučeník.,"Čordákova 50, Košice-Sídlisko KVP",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100001186,710055323,Základná škola,Základná škola,"Hlavná 24, Dubová",Bratislavský,"zs:10,zs:9",,,
100001189,710055340,Základná škola,Základná škola,Jablonec,Bratislavský,"zs:10,zs:9",,,
100001020,710055358,Základná škola,Základná škola,Jablonové,Bratislavský,"zs:10,zs:9",,,
100001082,710055412,Základná škola,Základná škola,"Nám. 4. apríla 16, Marianka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001514,710055463,Základná škola,Základná škola,Tureň,Bratislavský,"zs:10,zs:9",,,
100001307,710055480,Základná škola,Základná škola,"Školská 49, Vinosady",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001560,710055501,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Blatná na Ostrove,Trnavský,"zs:10,zs:9",,,
100001749,710055560,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Malé Dvorníky,Trnavský,"zs:10,zs:9",,,
100001722,710055633,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,"Šipošovské 514, Kostolné Kračany",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100001726,710055650,Základná škola s materskou školou s vyučovacím jazykom maďarským - Magyar Tanítási Nyelvú Alapiskola és Óvoda,ZŠ s MŠ s VJM,Kútniky,Trnavský,"zs:10,zs:9",,,
100001755,710055706,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Mierovo,Trnavský,"zs:10,zs:9",,,
100001774,710055714,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Ohrady,Trnavský,"zs:10,zs:9",,,
100001867,710055811,Základná škola,Základná škola,Veľká Paka,Trnavský,"zs:10,zs:9",,,
100001870,710055820,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Veľké Blahovo,Trnavský,"zs:10,zs:9",,,
100001901,710055846,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,"613, Vydrany",Trnavský,"zs:10,zs:9",,,
100001925,710055870,Základná škola s vyučovacím jazykom maďarským - Magyar Tannyelvű Alapiskola,Základná škola s VJM,Čierna Voda,Trnavský,"zs:10,zs:9",,,
100001932,710055889,Základná škola s vyučovacím jazykom maďarským - Magyar Tannyelvű Alapiskola,Základná škola s VJM,"Hlavná 148, Čierny Brod",Trnavský,"zs:10,zs:9",,,
100002044,710055960,Základná škola Janka Matušku,Základná škola,"Hlavná 525, Matúškovo",Trnavský,"zs:10,zs:9",,,
100001364,710055986,Základná škola,Základná škola,"19, Hrubý Šúr",Bratislavský,"zs:10,zs:9",,,
100001363,710055994,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM,"19, Hrubý Šúr",Bratislavský,"zs:10,zs:9",,,
100002031,710056036,Základná škola Jerguša Ferka,Základná škola,Košúty,Trnavský,"zs:10,zs:9",,,
100005453,710056060,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,Kráľová nad Váhom,Nitriansky,"zs:10,zs:9",,,
100005454,710056079,Základná škola,Základná škola,Kráľová nad Váhom,Nitriansky,"zs:10,zs:9",,,
100002062,710056095,Základná škola,Základná škola,Pusté Sady,Trnavský,"zs:10,zs:9",,,
100001450,710056109,Základná škola,Základná škola,"Hlavná 229, Reca",Bratislavský,"zs:10,zs:9",,,
100001936,710056133,Základná škola Jána Majku,Základná škola,Dolná Streda,Trnavský,"zs:10,zs:9",,,
100002127,710056141,Základná škola,Základná škola,"2, Topoľnica",Trnavský,"zs:10,zs:9",,,
100002148,710056168,Základná škola,Základná škola,"Hlavná 888, Veľká Mača",Trnavský,"zs:10,zs:9",,,
100002172,710056184,Základná škola s vyučovacím jazykom maďarským - Magyar Tannyelvű Alapiskola,Základná škola s VJM,"Hlavná 35, Vozokany",Trnavský,"zs:10,ss:9,zs:9",,,
100006099,710056354,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,Radvaň nad Dunajom,Nitriansky,"zs:10,zs:9",,,
100006374,710056370,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,"Školská 31, Tôň",Nitriansky,"zs:10,zs:9",,,
100006390,710056397,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,"Hlavná 92, Veľké Kosihy",Nitriansky,"zs:10,zs:9",,,
100005053,710056435,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,Dolné Semerovce,Nitriansky,"zs:10,zs:9",,,
100005205,710056508,Základná škola,Základná škola,Ipeľský Sokolec,Nitriansky,"zs:10,zs:9",,,
100005574,710056540,Základná škola,Základná škola,"Hlavná 10, Lok",Nitriansky,"zs:10,zs:9",,,
100006726,710056575,Základná škola s vyučovacím jazykom maďarským - Alapiskola,ZŠ s VJM - Alapiskola,Šalov,Nitriansky,"zs:10,zs:9",,,
100006132,710056583,Základná škola,Základná škola,"Levická 25, Santovka",Nitriansky,"zs:10,zs:9",,,
100006491,710056656,Základná škola - Alapiskola,ZŠ - Alapiskola,Vyškovce nad Ipľom,Nitriansky,"zs:10,zs:9",,,
100006646,710056672,Základná škola,Základná škola,"Hlavná 18, Čaradice",Nitriansky,"zs:10,zs:9",,,
100006674,710056702,Základná škola,Základná škola,"Školská 2, Čierne Kľačany",Nitriansky,"zs:10,zs:9",,,
100006677,710056710,Základná škola,Základná škola,Čifáre,Nitriansky,"zs:10,zs:9",,,
100005047,710056729,Základná škola - Alapiskola,ZŠ - Alapiskola,Dolné Obdokovce,Nitriansky,"zs:10,zs:9",,,
100005142,710056737,Základná škola,Základná škola,Hostie,Nitriansky,"zs:10,zs:9",,,
100005472,710056770,Súkromná základná škola Makovičky,Súkr. ZŠ Makovičky,"Baničová 14, Nitra",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100005627,710056834,Základná škola,Základná škola,Martin nad Žitavou,Nitriansky,"zs:10,zs:9",,,
100006654,710056877,Základná škola - Alapiskola,ZŠ - Alapiskola,"Nitrianska 82, Čechynce",Nitriansky,"zs:10,zs:9",,,
100006045,710056885,Základná škola,Základná škola,"444, Pohranice",Nitriansky,"zs:10,zs:9",,,
100006382,710056923,Základná škola,Základná škola,Velčice,Nitriansky,"zs:10,zs:9",,,
100004948,710056974,Základná škola,Základná škola,Bešeňov,Nitriansky,"zs:10,zs:9",,,
100006036,710057032,Základná škola,Základná škola,"Školská 2, Podhájska",Nitriansky,"zs:10,zs:9",,,
100006088,710057040,Základná škola,Základná škola,Radava,Nitriansky,"zs:10,zs:9",,,
100003519,710057067,Základná škola,Základná škola,Brestovec,Trenčiansky,"zs:10,zs:9",,,
100002502,710057075,Základná škola,Základná škola,Častkov,Trnavský,"zs:10,zs:9",,,
100002510,710057091,Základná škola,Základná škola,"Športová 259, Hlboké",Trnavský,"zs:10,zs:9",,,
100002516,710057105,Základná škola s materskou školou,Základná škola s MŠ,Hradište pod Vrátnom,Trnavský,"zs:10,zs:9",,,
100003548,710057121,Základná škola M. R. Štefánika,ZŠ M.R.Štefánika,Košariská,Trenčiansky,"zs:10,zs:9",,,
100002524,710057130,Základná škola,Základná škola,Koválov,Trnavský,"zs:10,zs:9",,,
100002528,710057148,Základná škola s materskou školou,Základná škola s MŠ,"Nová 203, Kuklov",Trnavský,"zs:10,zs:9",,,
100001076,710057156,Základná škola,Základná škola,Malé Leváre,Bratislavský,"zs:10,zs:9",,,
100002545,710057172,Základná škola s materskou školou,Základná škola s MŠ,"Výhony 11, Osuské",Trnavský,"zs:10,zs:9",,,
100002694,710057180,Základná škola,Základná škola,Petrova Ves,Trnavský,"zs:10,zs:9",,,
100001093,710057202,Základná škola,Základná škola,Plavecký Mikuláš,Bratislavský,"zs:10,zs:9",,,
100002696,710057237,Základná škola,Základná škola,Popudinské Močidľany,Trnavský,"zs:10,zs:9",,,
100003596,710057300,Základná škola,Základná škola,Rudník,Trenčiansky,"zs:10,zs:9",,,
100002616,710057318,Základná škola,Základná škola,Šajdíkove Humence,Trnavský,"zs:10,zs:9",,,
100002607,710057342,Základná škola,Základná škola,"Školská 33, Smrdáky",Trnavský,"zs:10,zs:9",,,
100002763,710057369,Základná škola s materskou školou,Základná škola s MŠ,Vrádište,Trnavský,"zs:10,zs:9",,,
100003778,710057407,Základná škola,Základná škola,Hradište,Trenčiansky,"zs:10,zs:9",,,
100005445,710057431,Základná škola,Základná škola,"Sovietskej armády 66, Krnča",Nitriansky,"zs:10,zs:9",,,
100006003,710057504,Základná škola,Základná škola,Oponice,Nitriansky,"zs:10,zs:9",,,
100003806,710057512,Základná škola,Základná škola,Ostratice,Trenčiansky,"zs:10,zs:9",,,
100006226,710057563,Základná škola,Základná škola,Tesáre,Nitriansky,"zs:10,zs:9",,,
100003860,710057652,Základná škola,Základná škola,Veľký Klíž,Trenčiansky,"zs:10,zs:9",,,
100004451,710057679,Základná škola,Základná škola,Bobot,Trenčiansky,"zs:10,zs:9",,,
100004502,710057776,Základná škola,Základná škola,Mníchova Lehota,Trenčiansky,zs:9,,,
100004526,710057784,Základná škola,Základná škola,Neporadza,Trenčiansky,"zs:10,zs:9",,,
100003761,710057849,Základná škola,Základná škola,Vaďovce,Trenčiansky,"zs:10,zs:9",,,
100002327,710057962,Základná škola,Základná škola,Dolný Lopašov,Trnavský,"zs:10,zs:9",,,
100002354,710058039,Základná škola,Základná škola,"Školská 3, Krakovany",Trnavský,"zs:10,zs:9",,,
100002364,710058063,Základná škola,Základná škola,Ostrov,Trnavský,"zs:10,zs:9",,,
100002451,710058136,Základná škola,Základná škola,"Hlavná ulica 87, Trebatice",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002465,710058152,Základná škola Štefana Moysesa,Základná škola,Veselé,Trnavský,"zs:10,zs:9",,,
100002312,710058179,Základná škola,Základná škola,Žlkovce,Trnavský,"zs:10,zs:9",,,
100009724,710058268,Základná škola,Základná škola,Horná Lehota,Banskobystrický,"zs:10,zs:9",,,
100009730,710058284,Základná škola,Základná škola,"Partizánska cesta 407, Jasenie",Banskobystrický,"zs:10,zs:9",,,
100009528,710058306,Základná škola,Základná škola,Lučatín,Banskobystrický,"zs:10,zs:9",,,
100007573,710058462,Základná škola,Základná škola,Lodno,Žilinský,"zs:10,zs:9",,,
100008764,710058594,Základná škola,Základná škola,Suchá Hora,Žilinský,"zs:10,zs:9",,,
100008381,710058659,Základná škola,Základná škola,"Kostolíky 7, Hubová",Žilinský,"zs:10,zs:9",,,
100008415,710058675,Základná škola,Základná škola,"Hlavná 76, Liptovská Štiavnica",Žilinský,"zs:10,zs:9",,,
100008602,710058730,Základná škola,Základná škola,"Školská 7214, Ružomberok",Žilinský,"zs:10,zs:9",,,
100007861,710058756,Základná škola Milana Rúfusa,Základná škola M.Rúfusa,"Hlavná, Závažná Poruba",Žilinský,"zs:10,zs:9",,,
100010184,710058780,Základná škola,Základná škola,Breznička,Banskobystrický,"zs:10,zs:9",,,
100009978,710058802,Základná škola,Základná škola,Buzitka,Banskobystrický,"zs:10,zs:9",,,
100009983,710058810,Základná škola s vyučovacím jazykom maďarským Magyar Tanítási Nyelvü Alapiskola,Základná škola s VJM,Čakanovce,Banskobystrický,"zs:10,ss:9,zs:9",,,
100009995,710058845,Základná škola,Základná škola,Dobroč,Banskobystrický,"zs:10,zs:9",,,
100009972,710058861,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,"Gagarinova 4, Biskupice",Banskobystrický,"zs:10,zs:9",,,
100010026,710058870,Základná škola - Alapiskola,Základná škola,Fiľakovské Kováče,Banskobystrický,"zs:10,zs:9",,,
100010034,710058896,Základná škola - Alapiskola,Základná škola,Holiša,Banskobystrický,"zs:10,zs:9",,,
100009872,710058900,Základná škola,Základná škola,Látky,Banskobystrický,"zs:10,zs:9",,,
100010123,710058934,Základná škola,Základná škola,"Lipová 229, Mučín",Banskobystrický,"zs:10,zs:9",,,
100010129,710058942,Základná škola,Základná škola,Mýtna,Banskobystrický,"zs:10,zs:9",,,
100010145,710058993,Základná škola - Alapiskola,Základná škola,"Hlavná 5, Rapovce",Banskobystrický,"zs:10,ss:9,zs:9",,,
100010149,710059000,Základná škola,Základná škola,"Školská 116, Ružiná",Banskobystrický,"zs:10,zs:9",,,
100010155,710059019,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Šávoľ,Banskobystrický,"zs:10,zs:9",,,
100010157,710059027,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Šíd,Banskobystrický,"zs:10,zs:9",,,
100010162,710059043,Základná škola,Základná škola,"Školská 30, Tomášovce",Banskobystrický,"zs:10,zs:9",,,
100010168,710059051,Základná škola,Základná škola,Trebeľovce,Banskobystrický,"zs:10,zs:9",,,
100010173,710059086,Základná škola - Alapiskola,Základná škola,Veľká nad Ipľom,Banskobystrický,"zs:10,zs:9",,,
100007877,710059116,Základná škola len s ročníkmi I. stupňa,Základná škola,Blatnica,Žilinský,"zs:10,zs:9",,,
100007887,710059124,Základná škola Alice Masarykovej,Základná škola,"Školská ulica 21, Bystrička",Žilinský,"zs:10,zs:9",,,
100007896,710059132,Základná škola len s ročníkmi I. stupňa,Základná škola,Dražkovce,Žilinský,"zs:10,zs:9",,,
100008109,710059175,Základná škola s materskou školou,Základná škola s MŠ,Sklabiňa,Žilinský,"zs:10,zs:9",,,
100008144,710059191,Základná škola s materskou školou,Základná škola s MŠ,"Ul. čsl. armády 18, Turčianska Štiavnička",Žilinský,"zs:10,zs:9",,,
100008149,710059205,Základná škola,Základná škola,Turčianske Kľačany,Žilinský,"zs:10,zs:9",,,
100008155,710059230,Základná škola len s ročníkmi I. stupňa,Základná škola,Valča,Žilinský,"zs:10,zs:9",,,
100008184,710059248,Základná škola len s ročníkmi I. stupňa,Základná škola,Žabokreky,Žilinský,"zs:10,zs:9",,,
100003411,710059256,Základná škola,Základná škola,Červený Kameň,Trenčiansky,"zs:10,zs:9",,,
100003894,710059302,Základná škola,Základná škola,Jasenica,Trenčiansky,"zs:10,zs:9",,,
100004007,710059337,Základná škola,Základná škola,Slopná,Trenčiansky,"zs:10,zs:9",,,
100003998,710059396,Základná škola,Základná škola,Prečín,Trenčiansky,"zs:10,zs:9",,,
100004347,710059400,Základná škola,Základná škola,"Školská 125, Dolné Kočkovce",Trenčiansky,"zs:10,zs:9",,,
100003513,710059418,Základná škola,Základná škola,Tuchyňa,Trenčiansky,"zs:10,zs:9",,,
100003516,710059434,Základná škola,Základná škola,Zliechov,Trenčiansky,"zs:10,zs:9",,,
100004189,710059523,Základná škola,Základná škola,Opatovce nad Nitrou,Trenčiansky,"zs:10,zs:9",,,
100004309,710059558,Základná škola,Základná škola,"Hlavná 375, Sebedražie",Trenčiansky,"zs:10,zs:9",,,
100010365,710059574,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Barca,Banskobystrický,"zs:10,zs:9",,,
100010372,710059582,Základná škola s vyučovacím jazykom maďarským - Magyar Tanításs Nyelvü Alapiskola,Základná škola s VJM,Blhovce,Banskobystrický,"zs:10,zs:9",,,
100010376,710059590,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Cakov,Banskobystrický,"zs:10,ss:9,zs:9",,,
100010453,710059604,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Chanava,Banskobystrický,"zs:10,zs:9",,,
100010387,710059639,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Číž,Banskobystrický,"zs:10,zs:9",,,
100010247,710059647,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Držkovce,Banskobystrický,"zs:10,ss:9,zs:9,ss:10",,,
100010390,710059655,Základná škola - Alapiskola,Základná škola,Dubovec,Banskobystrický,"zs:10,zs:9",,,
100010394,710059671,Základná škola - Alapiskola,Základná škola,Figa,Banskobystrický,"zs:10,zs:9",,,
100015786,710059698,Základná škola,Základná škola,Gemerská Panica,Košický,"zs:10,zs:9",,,
100010199,710059736,Základná škola,Základná škola,"Hlavná 333, Hrnčiarske Zalužany",Banskobystrický,"zs:10,zs:9",,,
100010449,710059752,Základná škola - Alapiskola,Základná škola,Husiná,Banskobystrický,"zs:10,zs:9",,,
100010470,710059779,Základná škola  s vyučovacím jazykom maďarským - Alapiskola,Základná škola,Kaloša,Banskobystrický,"zs:10,ss:9,zs:9",,,
100010483,710059795,Základná škola,Základná škola,Kráľ,Banskobystrický,"zs:10,ss:9,zs:9",,,
100010486,710059809,Základná škola  s vyučovacím jazykom maďarským,Základná škola s VJM,Kráľ,Banskobystrický,"zs:10,zs:9",,,
100010491,710059817,Základná škola s materskou školou s vyučovacím jazykom maďarským - Alapiskola és Óvoda,Zákl. škola s MŠ s VJM,"Hlavná 30, Lenartovce",Banskobystrický,"zs:10,zs:9",,,
100010498,710059833,Základná škola s materskou školou s vyučovacím jazykom maďarským - Alapiskola és Óvoda,Zákl. škola s MŠ s VJM,Nová Bašta,Banskobystrický,"zs:10,ss:9,zs:9",,,
100010511,710059841,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Radnovce,Banskobystrický,"zs:10,zs:9",,,
100010586,710059868,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Rimavské Janovce,Banskobystrický,"zs:10,zs:9",,,
100010595,710059914,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Šimonovce,Banskobystrický,"zs:10,zs:9",,,
100010597,710059922,Základná škola s vyučovacím jazykom maďarským Magyar Tannyelvü Alapiskola,Základná škola s VJM,"Hlavná 27, Širkovce",Banskobystrický,"zs:10,zs:9",,,
100010603,710059930,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Štrkovec,Banskobystrický,"zs:10,zs:9",,,
100010592,710059949,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Sútor,Banskobystrický,"zs:10,zs:9",,,
100010608,710059957,Základná škola s materskou školou s vyučovacím jazykom maďarským - Alapiskola és Óvoda,Základná škola s MŠ,Tachty,Banskobystrický,"zs:10,zs:9",,,
100010626,710059965,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,Uzovská Panica,Banskobystrický,"zs:10,zs:9",,,
100010403,710059973,Základná škola s vyučovacím jazykom maďarským Alapiskola,Základná škola s VJM,Gemerské Michalovce,Banskobystrický,"zs:10,zs:9",,,
100010635,710059981,Základná škola s vyučovacím jazykom maďarským,Základná škola s VJM,Včelince,Banskobystrický,"zs:10,zs:9",,,
100010640,710060009,Základná škola s vyučovacím jazykom maďarským - Alapiskola,Základná škola s VJM,"Kúpeľná 164, Veľký Blh",Banskobystrický,"zs:10,zs:9",,,
100010731,710060092,Základná škola,Základná škola,Sklabiná,Banskobystrický,"zs:10,zs:9",,,
