eduid,id,name,short,address,years
100006408,037860593,Základná škola s materskou školou,Základná škola s MŠ,"Školská 528, Veľké Ripňany","zs:9,zs:10"
100005121,037860607,Základná škola s materskou školou,Základná škola s MŠ,Horné Obdokovce,"zs:9,zs:10"
100006721,037860615,Základná škola s materskou školou,Základná škola s MŠ,Šalgovce,"zs:9,zs:10"
100006377,037860631,Základná škola s materskou školou,Základná škola s MŠ,Urmince,"zs:9,zs:10"
100006269,037860658,Základná škola,Základná škola,"J. Hollého 3, Topoľčany","zs:9,zs:10"
100005427,037860666,Základná škola,Základná škola,Kovarce,"zs:9,zs:10"
100005886,037860682,Základná škola s materskou školou,Základná škola s MŠ,Nitrianska Blatnica,"zs:9,zs:10"
100004956,037860691,Základná škola,Základná škola,Bojná,"zs:9,zs:10"
100005584,037860704,Základná škola s materskou školou,Základná škola s MŠ,"Hviezdoslavova 40, Ludanice","zs:9,zs:10"
100006064,037860712,Základná škola s materskou školou,Základná škola s MŠ,"1. mája 144, Prašice","zs:9,zs:10"
100006316,037860721,Základná škola,Základná škola,"Tribečská 22, Topoľčany","zs:9,zs:10"
100005447,037860739,Základná škola s materskou školou,Základná škola s MŠ,"Cyrila a Metoda 446, Krušovce","zs:9,zs:10"
100005220,037860747,Základná škola s materskou školou,Základná škola s MŠ,"Školská 5, Jacovce","zs:9,zs:10"
100006169,037860755,Základná škola s materskou školou,Základná škola s MŠ,"Hviezdoslavova 38, Solčany","zs:9,zs:10"
100006330,037860763,Základná škola,Základná škola,"Škultétyho 11, Topoľčany","zs:9,zs:10"
100005095,037860801,Základná škola,Základná škola,"J. Stampayho 76, Gbelce","zs:9,zs:10"
100006145,037860810,Základná škola,Základná škola,Semerovo,"zs:9,zs:10"
100005078,037860828,Základná škola,Základná škola,"Hlavné námestie 14, Dvory nad Žitavou","zs:9,zs:10"
100005086,037860836,Základná škola Adolfa Majthényiho,ZŠ A.Majthényiho s VJM,"Hlavné námestie 13, Dvory nad Žitavou","zs:9,zs:10"
100006519,037860844,Základná škola Ányosa Jedlika,ZŠ Ányosa Jedlika s VJM,"Školská 845, Zemné","zs:9,zs:10"
100005100,037860852,Základná škola Jánosa Stampayho,ZŠ J. Stampayho s VJM,"J. Stampayho 80, Gbelce","zs:9,zs:10"
100006008,037860861,Základná škola s materskou školou Karola Strmeňa,ZŠ s MŠ K.Strmeňa,"Jána Amosa Komenského 8, Palárikovo","zs:9,zs:10"
100006792,037860879,Základná škola,Základná škola,"Adyho 6, Štúrovo","zs:9,zs:10"
100006366,037860917,Základná škola Károlya Szemerényiho,ZŠ K.Szemerényiho s VJM,"Nová cesta 9, Tvrdošovce","zs:9,zs:10"
100005910,037860925,Základná škola,Základná škola,"Devínska 12, Nové Zámky","zs:9,zs:10"
100005931,037860933,Základná škola,Základná škola,"Mostná 3, Nové Zámky","zs:9,zs:10"
100005065,037860941,Základná škola s materskou školou,Základná škola s MŠ,Dubník,"zs:9,zs:10"
100006181,037860950,Základná škola,ZŠ s VJM - Alapiskola,"Blatná 3, Strekov","zs:9,zs:10"
100006365,037860976,Základná škola Jána Amosa Komenského,ZŠ J.A.Komenského,"Nová cesta 9, Tvrdošovce","zs:9,zs:10"
100006398,037860984,Základná škola s materskou školou,Základná škola s MŠ,Veľké Lovce,"zs:9,zs:10"
100005917,037860992,Základná škola,Základná škola,"G. Bethlena 41, Nové Zámky","zs:9,zs:10"
100005569,037861018,Základná škola,Základná škola,Lipová,"zs:9,zs:10"
100005704,037861107,Základná škola,ZŠ s VJM - Alapiskola,"Komenského 21, Nesvady","zs:9,zs:10"
100005214,037861115,Základná škola s materskou školou Károlya Dömeho,ZŠ s MŠ K.Dömeho s VJM,"Ďatelinová ulica 296, Iža","zs:9,zs:10"
100005185,037861123,Základná škola,Základná škola,"Nám. Konkolyho-Thege 2, Hurbanovo","zs:9,zs:10"
100005405,037861131,Základná škola,Základná škola,"Rozmarínová 1, Komárno","zs:9,zs:10"
100005019,037861140,Arcibiskupské gymnázium biskupa P.Jantauscha,ZŠ L.Tarczyho s VJM,"Školská 332, Chotín","zs:9,zs:10"
100005191,037861158,Základná škola s materskou školou Árpáda Fesztyho,ZŠ s MŠ Á.Fesztyho sVJM,"Športová 7, Hurbanovo","zs:9,zs:10"
100006199,037861166,Základná škola s materskou školou Józsefa Kossányiho,ZŠ sMŠ J.Kossányiho VJM,"Školská 22, Svätý Peter","zs:9,zs:10"
100005320,037861174,Základná škola Františka Rákócziho II.,ZŠ F.Rákócziho II.s VJM,"V. Palkovicha 3, Kolárovo","zs:9,zs:10"
100005322,037861182,Základná škola Mateja Korvína,ZŠ M.Korvína s VJM,"Školská 6, Kolárovo","zs:9,zs:10"
100005402,037861191,Základná škola,ZŠ s VJM - Alapiskola,"Ul. Práce 24, Komárno","zs:9,zs:10"
100005346,037861204,Základná škola,ZŠ s VJM - Alapiskola,"Eötvösova ul. 39, Komárno","zs:9,zs:10"
100005371,037861212,Základná škola Jána Amosa Komenského,Zákl.šk. J.A.Komenského,"Komenského 3, Komárno","zs:9,zs:10"
100005399,037861221,Základná škola,Základná škola,"Pohraničná 9, Komárno","zs:9,zs:10"
100005698,037861247,Základná škola,Základná škola,"Komenského 21, Nesvady","zs:9,zs:10"
100005654,037861280,Základná škola,Základná škola,"Školská 8, Mojmírovce","zs:9,zs:10"
100005863,037861301,Základná škola,Základná škola,"Škultétyho 1, Nitra","zs:9,zs:10"
100005764,037861310,Základná škola,Základná škola,"Fatranská 14, Nitra","zs:9,zs:10"
100005804,037861336,Základná škola,Základná škola,"Nábrežie mládeže 5, Nitra","zs:9,zs:10"
100005749,037861344,Základná škola kráľa Svätopluka,ZŠ kráľa Svätopluka,"Dražovská 6, Nitra","zs:9,zs:10"
100005721,037861352,Základná škola,Základná škola,"Beethovenova 11, Nitra","zs:9,zs:10"
100006751,037861395,Základná škola s materskou školou Jozefa Murgaša,Základná škola s MŠ,"Horná 22, Šaľa","zs:9,zs:10"
100006773,037861409,Základná škola s materskou školou Petra Pázmánya,Zákl. škola s MŠ s VJM,"P. Pázmaňa 48, Šaľa","zs:9,zs:10"
100006758,037861417,Základná škola Jozefa Cígera Hronského,ZŠ J. C. Hronského,"Krátka 2, Šaľa","zs:9,zs:10"
100005134,037861425,Základná škola s materskou školou,Základná škola s MŠ,"Školská 373, Horná Kráľová","zs:9,zs:10"
100006737,037861433,Základná škola s materskou školou,ZŠ s MŠ,"Bernolákova 1, Šaľa","zs:9,zs:10"
100006777,037863622,Základná škola Ľudovíta Štúra,Základná škola Ľ. Štúra,"Pionierska 4, Šaľa","zs:9,zs:10"
100005670,037863649,Základná škola,Základná škola,"Školská 23, Močenok","zs:9,zs:10"
100006236,037863657,Základná škola,Základná škola,"Školská 974, Tešedíkovo","zs:9,zs:10"
100006348,037863665,Základná škola s materskou školou,Základná škola s MŠ,Trnovec nad Váhom,"zs:9,zs:10"
100006451,037863673,Základná škola s materskou školou,Základná škola s MŠ,Vlčany,"zs:9,zs:10"
100005039,037863681,Základná škola,ZŠ s VJM - Alapiskola,"Školská 485, Diakovce","zs:9,zs:10"
100005687,037863703,Základná škola Ágostona Pongrácza,ZŠ s VJM - Alapiskola,Neded,"zs:9,zs:10"
100006237,037863711,Základná škola,ZŠ s VJM - Alapiskola,"Školská 974, Tešedíkovo","zs:9,zs:10"
100006610,037863720,Základná škola,ZŠ s VJM - Alapiskola,Žihárec,"zs:9,zs:10"
100004978,037863878,Základná škola s materskou školou,Základná škola s MŠ,"kpt. Nálepku 43, Bánov","zs:9,zs:10"
100005030,037863886,Základná škola s materskou školou,Základná škola s MŠ,Dedinka,"zs:9,zs:10"
100005058,037863894,Základná škola s materskou školou Juraja Holčeka,ZŠ s MŠ J.Holčeka,"Juraja Holčeka 18, Dolný Ohaj","zs:9,zs:10"
100005169,037863908,Základná škola s materskou školou,Základná škola s MŠ,"Alej 6, Hul","zs:9,zs:10"
100005229,037863916,Základná škola s materskou školou,Základná škola s MŠ,Jasová,"zs:9,zs:10"
100005296,037863924,Základná škola s materskou školou,Základná škola s MŠ,Kolta,"zs:9,zs:10"
100005333,037863932,Základná škola s materskou školou Ondreja Cabana,ZŠ s MŠ O.Cabana,"Námestie A. Cabana 36, Komjatice","zs:9,zs:10"
100005638,037863941,Základná škola s materskou školou,Základná škola s MŠ,"Školská 1, Maňa","zs:9,zs:10"
100005641,037863959,Základná škola s materskou školou,Základná škola s MŠ,Michal nad Žitavou,"zs:9,zs:10"
100005659,037863967,Základná škola Mojzesovo-Černík,Základná škola,Mojzesovo,"zs:9,zs:10"
100006185,037863975,Základná škola,Základná škola,"Školská 2, Svodín","zs:9,zs:10"
100006838,037863983,Základná škola,Základná škola,"SNP 5, Šurany","zs:9,zs:10"
100006819,037863991,Základná škola,Základná škola,"Bernolákova 35, Šurany","zs:9,zs:10"
100006356,037864017,Základná škola s materskou školou,Základná škola s MŠ,"Cintorínska 1, Trávnica","zs:9,zs:10"
100006846,037864025,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 199, Úľany nad Žitavou","zs:9,zs:10"
100006515,037864033,Základná škola,Základná škola,"Školská 846, Zemné","zs:9,zs:10"
100005277,037864050,Základná škola Sándora Petőfiho,ZŠ S.Petőfiho s VJM,Kamenín,"zs:9,zs:10"
100006127,037864076,Základná škola s materskou školou Lajosa Turczela,Zákl. škola s MŠ s VJM,Salka,"zs:9,zs:10"
100006187,037864084,Základná škola Lajosa Csongrádyho,ZŠ L. Csongrádyho s VJM,"Školská 1, Svodín","zs:9,zs:10"
100005674,037864092,Základná škola Jánosa Erdődyho,ZŠ J. Endrődyho - Alapi,"Školská ulica 2, Mužla","zs:9,zs:10"
100006428,037864106,Základná škola s materskou školou,ZŠ s MŠ - Alapiskola,"Školská 7, Veľký Kýr","zs:9,zs:10"
100006650,037864190,Základná škola Gábora Barossa,ZŠ Gábora Barossa s VJM,"Školská 4, Čata","zs:9,zs:10"
100005089,037864203,Základná škola,ZŠ s VJM - Alapiskola,Farná,"zs:9,zs:10"
100005204,037864211,Základná škola s materskou školou,Zákl. škola s MŠ s VJM,Ipeľský Sokolec,"zs:9,zs:10"
100005544,037864238,Základná škola Gyulu Juhásza,Základná škola s VJM,"Ul. J. Jesenského 41, Levice","zs:9,zs:10"
100006213,037864246,Základná škola,ZŠ s VJM - Alapiskola,"Komenského 37, Tekovské Lužany","zs:9,zs:10"
100006715,037864254,Základná škola Lajosa Pongrácza,ZŠ s VJM - Alapiskola,"Mládežnícka 24, Šahy","zs:9,zs:10"
100006402,037864262,Základná škola s materskou školou,Základná škola s MŠ,Veľké Ludince,"zs:9,zs:10"
100006598,037864271,Základná škola,ZŠ s VJM - Alapiskola,"Komenského 1, Želiezovce","zs:9,zs:10"
100004992,037864289,Základná škola,Základná škola,Bátovce,"zs:9,zs:10"
100006632,037864301,Základná škola s materskou školou,Základná škola s MŠ,Čaka,"zs:9,zs:10"
100005033,037864319,Základná škola s materskou školou,Základná škola s MŠ,Demandice,"zs:9,zs:10"
100005090,037864335,Základná škola,Základná škola,Farná,"zs:9,zs:10"
100005249,037864351,Základná škola s materskou školou,Základná škola s MŠ,Jur nad Hronom,"zs:9,zs:10"
100005258,037864360,Základná škola,Základná škola,"Školská 11, Kalná nad Hronom","zs:9,zs:10"
100005433,037864378,Základná škola s materskou školou,Základná škola s MŠ,Kozárovce,"zs:9,zs:10"
100005499,037864386,Základná škola Andreja Kmeťa,Základná škola A. Kmeťa,"M. R. Štefánika 34, Levice","zs:9,zs:10"
100005535,037864394,Základná škola,Základná škola,"Sv. Michala 42, Levice","zs:9,zs:10"
100005517,037864416,Základná škola,Základná škola,"Pri Podlužianke 6, Levice","zs:9,zs:10"
100005522,037864424,Základná škola,Základná škola,"Saratovská 43, Levice","zs:9,zs:10"
100005525,037864432,Základná škola,Základná škola,"Saratovská 85, Levice","zs:9,zs:10"
100005564,037864441,Základná škola,Základná škola,"Školská 14, Levice","zs:9,zs:10"
100006024,037864467,Základná škola,Základná škola,Plášťovce,"zs:9,zs:10"
100006048,037864475,Základná škola,Základná škola,"Hlavná 120, Pohronský Ruskov","zs:9,zs:10"
100006018,037864483,Základná škola,Základná škola,Plavé Vozokany,"zs:9,zs:10"
100006087,037864491,Základná škola,Základná škola,"Štiavnická cesta 26, Pukanec","zs:9,zs:10"
100006118,037864505,Základná škola s materskou školou,Základná škola s MŠ,"Školská 10, Rybník","zs:9,zs:10"
100006174,037864513,Základná škola Štefana Senčíka,Základná škola,"Tekovská 17, Starý Tekov","zs:9,zs:10"
100006701,037864521,Základná škola Janka Kráľa,Základná škola J. Kráľa,"Mládežnícka 24, Šahy","zs:9,zs:10"
100006684,037864530,Základná škola Ladislava Balleka,ZŠ Balleka,"E. B. Lukáča 6, Šahy","zs:9,zs:10"
100006214,037864548,Základná škola,Základná škola,"Komenského 37, Tekovské Lužany","zs:9,zs:10"
100006248,037864556,Základná škola,Základná škola,"Školská 9, Tlmače","zs:9,zs:10"
100006437,037864564,Základná škola,Základná škola,"Mochovská 4, Veľký Ďur","zs:9,zs:10"
100006504,037864572,Základná škola,Základná škola,Zbrojníky,"zs:9,zs:10"
100006584,037864581,Základná škola,Základná škola,"Mierová 67, Želiezovce","zs:9,zs:10"
100006604,037864599,Základná škola s materskou školou,Základná škola s MŠ,"Osloboditeľov 30, Žemberovce","zs:9,zs:10"
100006457,037865030,Základná škola,Základná škola,"Školská 1, Volkovce","zs:9,zs:10"
100006203,037865048,Základná škola,Základná škola,Sľažany,"zs:9,zs:10"
100006539,037865056,Základná škola,Základná škola,"Mojmírova 2, Zlaté Moravce","zs:9,zs:10"
100006661,037865072,Základná škola s materskou školou,Základná škola s MŠ,Červený Hrádok,"zs:9,zs:10"
100006542,037865081,Základná škola,Základná škola,"Pribinova 1, Zlaté Moravce","zs:9,zs:10"
100006230,037865099,Základná škola Štefana Moysesa,ZŠ Štefana Moysesa,"Školská 608, Tesárske Mlyňany","zs:9,zs:10"
100006622,037865102,Základná škola Jána Vojtecha Šimka,ZŠ Jána Vojtecha Šimka,"Šimkova, Žitavany","zs:9,zs:10"
100006549,037865111,Základná škola,Základná škola,"Robotnícka 25, Zlaté Moravce","zs:9,zs:10"
100005992,037865137,Základná škola,Základná škola,"Školská 289, Obyce","zs:9,zs:10"
100006339,037865145,Základná škola,Základná škola,"Litoměřická 32, Topoľčianky","zs:9,zs:10"
100006219,037865153,Základná škola s materskou školou,Základná škola s MŠ,"Školská 416, Tekovské Nemce","zs:9,zs:10"
100006156,037865200,Základná škola,Základná škola,"Školská č. 11, Skýcov","zs:9,zs:10"
100005103,037865251,Základná škola s materskou školou,Základná škola s MŠ,Golianovo,"zs:9,zs:10"
100006665,037865269,Základná škola s materskou školou,Základná škola s MŠ,Čeľadice,"zs:9,zs:10"
100006433,037865277,Základná škola,Základná škola,Veľký Lapáš,"zs:9,zs:10"
100006443,037865285,Základná škola,Základná škola,"Školská, Vinodol","zs:9,zs:10"
100005840,037865307,Základná škola,Základná škola,"Topoľová 8, Nitra","zs:9,zs:10"
100005889,037865315,Základná škola,Základná škola,"Jelenecká 72, Nitrianske Hrnčiarovce","zs:9,zs:10"
100006479,037865331,Základná škola s materskou školou,Základná škola s MŠ,"Sídlisko Lúky 1226, Vráble","zs:9,zs:10"
100005475,037865340,Základná škola,Základná škola,Lehota,"zs:9,zs:10"
100006636,037865366,Základná škola s materskou školou,Základná škola s MŠ,"Nová 201, Čakajovce","zs:9,zs:10"
100005974,037865374,Základná škola,Základná škola,"Partizánska, Nová Ves nad Žitavou","zs:9,zs:10"
100005009,037865382,Základná škola,Základná škola,"Školská ulica 10, Cabaj-Čápor","zs:9,zs:10"
100005013,037865391,Základná škola Jána Domastu,Základná škola,"Ulica Jána Domastu 5, Cabaj-Čápor","zs:9,zs:10"
100005776,037865412,Základná škola,Základná škola,"Krčméryho 2, Nitra","zs:9,zs:10"
100004963,037865421,Základná škola,Základná škola,"Nitrianska 98, Branč","zs:9,zs:10"
100005893,037865447,Základná škola s materskou školou,Základná škola s MŠ,Nové Sady,"zs:9,zs:10"
100006469,037865455,Základná škola,Základná škola,"Levická 903, Vráble","zs:9,zs:10"
100006425,037865480,Základná škola,ZŠ - Alapiskola,"Hlavná 2, Veľký Cetín","zs:9,zs:10"
100005799,037865498,Základná škola s materskou školou,Základná škola s MŠ,"Novozámocká 129, Nitra","zs:9,zs:10"
100005714,037865501,Základná škola kniežaťa Pribinu,ZŠ kniežaťa Pribinu,"Andreja Šulgana 1, Nitra","zs:9,zs:10"
100004920,037865510,Základná škola s materskou školou,Základná škola s MŠ,Alekšince,"zs:9,zs:10"
100004974,037865528,Základná škola,Základná škola,Báb,"zs:9,zs:10"
100005210,037865536,Základná škola,Základná škola,"Novozámocká 300, Ivanka pri Nitre","zs:9,zs:10"
100006418,037865544,Základná škola,Základná škola,"Školská 4, Veľké Zálužie","zs:9,zs:10"
100005284,037865561,Základná škola,Základná škola,Klasov,"zs:9,zs:10"
100006493,037865579,Základná škola,Základná škola,"Školská 1, Výčapy-Opatovce","zs:9,zs:10"
100005241,037865587,Základná škola,ZŠ - Alapiskola,"Školská 330, Jelenec","zs:9,zs:10"
100005880,037865595,Základná škola,Základná škola,"Ščasného 22, Nitra","zs:9,zs:10"
100005843,037865609,Základná škola,Základná škola,"Tulipánová 1, Nitra","zs:9,zs:10"
100005224,037865617,Základná škola s materskou školou,Základná škola s MŠ,"Školská ulica 16, Jarok","zs:9,zs:10"
100005734,037865625,Základná škola,Základná škola,"Cabajská 2, Nitra","zs:9,zs:10"
100005116,037865633,Základná škola,Základná škola,"Farská ulica 20, Horné Lefantovce","zs:9,zs:10"
100005232,037866672,Základná škola s materskou školou,Základná škola s MŠ,Jatov,"zs:9,zs:10"
100006105,037866711,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 42, Rastislavice","zs:9,zs:10"
100005593,037866745,Základná škola s materskou školou,Základná škola s MŠ,"Sasinkova 1, Lužianky","zs:9,zs:10"
100005200,037866788,Základná škola s materskou školou,Základná škola s MŠ,"Školská ulica 7, Imeľ","zs:9,zs:10"
100005619,037866796,Základná škola,Základná škola,"Cesta na vŕšku 1, Marcelová","zs:9,zs:10"
100005618,037866800,Základná škola,ZŠ s VJM - Alapiskola,"Cesta na vŕšku 1, Marcelová","zs:9,zs:10"
100006512,037866869,Základná škola Ferenca Móru,ZŠ F.Móru s VJM,"Školská 10, Zemianska Olča","zs:9,zs:10"
100006523,037866877,Základná škola s materskou školou Móra Kóczána,ZŠ s MŠ M.Kóczána s VJM,"Komenského 555, Zlatná na Ostrove","zs:9,zs:10"
100006513,037866885,Základná škola,Základná škola,"Školská 10, Zemianska Olča","zs:9,zs:10"
100006681,037866907,Základná škola s materskou školou Sámuela Gáspára,ZŠ s MŠ S.Gáspára s VJM,"Hlavná 2, Číčov","zs:9,zs:10"
100005996,037866915,Základná škola s materskou školou Jánosa Hetényiho,ZŠ sMŠ J.Hetényiho sVJM,"Nitrianska 378, Okoličná na Ostrove","zs:9,zs:10"
100006163,037866923,Základná škola,ZŠ s VJM - Alapiskola,"Hlavná 27, Sokolce","zs:9,zs:10"
100005315,037866931,Základná škola Jána Amosa Komenského,ZŠ J. A. Komenského,"Rábska 14, Kolárovo","zs:9,zs:10"
100005005,037867008,Základná škola Mihálya Katonu,ZŠ Mihálya Katonu s VJM,"Hlavná 503, Búč","zs:9,zs:10"
100004984,037867016,Základná škola Józsefa Kovátsa,ZŠ J. Kovátsa s VJM,"Hlavná 889, Bátorove Kosihy","zs:9,zs:10"
100004983,037867024,Základná škola,Základná škola,Bátorove Kosihy,"zs:9,zs:10"
100005645,037867041,Základná škola Gergelya Édesa,ZŠ G.Édesa s VJM,"Hlavná 359, Modrany","zs:9,zs:10"
100006198,037867121,Základná škola s materskou školou,Základná škola s MŠ,"Školská 22, Svätý Peter","zs:9,zs:10"
100012736,037870530,Základná škola,Základná škola,"Strážnická 26, Ľubotice","zs:9,zs:10"
100012924,037870548,Súkromná obchodná akadémia,Súkromná OA,"Pod Kalváriou 4183, Prešov","ss:4,zs:9,ss:5"
100013420,037872869,Základná škola s materskou školou,Základná škola s MŠ,Hniezdne,"zs:9,zs:10"
100013438,037872877,Základná škola s materskou školou,Základná škola s MŠ,Kamienka,"zs:9,zs:10"
100013462,037872885,Základná škola s materskou školou,Základná škola s MŠ,"Školská 2, Ľubotín","zs:9,zs:10"
100013486,037872907,Základná škola s materskou školou,Základná škola s MŠ,"Školská 93, Plaveč","zs:9,zs:10"
100013489,037872915,Základná škola s materskou školou,Základná škola s MŠ,Plavnica,"zs:9,zs:10"
100013551,037872923,Základná škola s materskou školou,Základná škola s MŠ,Šarišské Jastrabie,"zs:9,zs:10"
100013541,037872931,Základná škola,Základná škola,"Za vodou 14, Stará Ľubovňa","zs:9,zs:10"
100013566,037872940,Základná škola s materskou školou,Základná škola s MŠ,Veľký Lipník,"zs:9,zs:10"
100013586,037873121,Základná škola s materskou školou,Základná škola s MŠ,Bukovce,"zs:9,zs:10"
100013594,037873130,Základná škola s materskou školou,Základná škola s MŠ,Havaj,"zs:9,zs:10"
100013603,037873148,Základná škola s materskou školou,Základná škola s MŠ,Kolbovce,"zs:9,zs:10"
100013629,037873164,Základná škola,Základná škola,"Hrnčiarska 61, Stropkov","zs:9,zs:10"
100013639,037873172,Základná škola,Základná škola,"Konštantínova 64, Stropkov","zs:9,zs:10"
100013648,037873181,Základná škola,Základná škola,"Mlynská 7, Stropkov","zs:9,zs:10"
100012696,037873253,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 7, Kapušany","zs:9,zs:10"
100013839,037873261,Základná škola,Základná škola,Bystré,"zs:9,zs:10"
100013853,037873270,Základná škola,Základná škola,Čaklov,"zs:9,zs:10"
100013884,037873288,Základná škola,Základná škola,"Štúrova 341, Hanušovce nad Topľou","zs:9,zs:10"
100013901,037873296,Základná škola,Základná škola,Holčíkovce,"zs:9,zs:10"
100013944,037873300,Základná škola,Základná škola,Nižný Hrabovec,"zs:9,zs:10"
100013984,037873318,Základná škola,Základná škola,"Školská 389, Sačurov","zs:9,zs:10"
100013988,037873326,Základná škola,Základná škola,"Školská 558, Sečovská Polianka","zs:9,zs:10"
100014005,037873334,Základná škola,Základná škola,Soľ,"zs:9,zs:10"
100014000,037873342,Základná škola,Základná škola,"Školská ulica 21, Slovenská Kajňa","zs:9,zs:10"
100014010,037873351,Základná škola s materskou školou,Základná škola s MŠ,Tovarné,"zs:9,zs:10"
100014077,037873369,Základná škola,Základná škola,"Juh 1054, Vranov nad Topľou","zs:9,zs:10"
100014072,037873377,Základná škola,Základná škola,"Sídlisko II. 1336, Vranov nad Topľou","zs:9,zs:10"
100014065,037873385,Základná škola,Základná škola,"Lúčna 26, Vranov nad Topľou","zs:9,zs:10"
100014047,037873393,Základná škola,Základná škola,"Kukučínova ulica 106, Vranov nad Topľou","zs:9,zs:10"
100014086,037873407,Základná škola,Základná škola,Vyšný Žipov,"zs:9,zs:10"
100014094,037873415,Základná škola,Základná škola,Zámutov,"zs:9,zs:10"
100011442,037873539,Základná škola,Základná škola,"Komenského 23, Bardejov","zs:9,zs:10"
100013342,037873547,Základná škola Pavla Országha Hviezdoslava,Základná škola,"Hviezdoslavova 20, Snina","zs:9,zs:10"
100013303,037873563,Základná škola s materskou školou,Základná škola s MŠ,"Školská 4, Dlhé nad Cirochou","zs:9,zs:10"
100013312,037873571,Základná škola s materskou školou,Základná škola s MŠ,Klenová,"zs:9,zs:10"
100013386,037873598,Základná škola s materskou školou,Základná škola s MŠ,"SNP 412, Stakčín","zs:9,zs:10"
100013394,037873601,Základná škola s materskou školou,Základná škola s MŠ,Ubľa,"zs:9,zs:10"
100013399,037873610,Základná škola s materskou školou Alexandra Duchnoviča,Základná škola s MŠ,Ulič,"zs:9,zs:10"
100013405,037873636,Základná škola s materskou školou,Základná škola s MŠ,"Sninská 16, Zemplínske Hámre","zs:9,zs:10"
100013309,037873644,Základná škola s materskou školou,Základná škola s MŠ,Kalná Roztoka,"zs:9,zs:10"
100011634,037873750,Základná škola,Základná škola,Marhaň,"zs:9,zs:10"
100013345,037873776,Základná škola,Základná škola,"Komenského 16, Snina","zs:9,zs:10"
100012256,037873792,Základná škola,Základná škola,"Nám. Štefana Kluberta 10, Levoča","zs:9,zs:10"
100012282,037873814,Základná škola,Základná škola,"Palešovo námestie 9, Spišské Podhradie","zs:9,zs:10"
100012293,037873822,Základná škola s materskou školou,Základná škola s MŠ,"Komenského 2, Spišský Hrhov","zs:9,zs:10"
100012287,037873831,Základná škola,Základná škola,"Školská 3, Spišské Podhradie","zs:9,zs:10"
100012491,037873881,Základná škola s materskou školou Aurela Viliama Scherfela,Základná škola s MŠ,"Ul. Fraňa Kráľa 2, Poprad","zs:9,zs:10"
100012552,037873911,Základná škola s materskou školou,Základná škola s MŠ,"SNP 469, Šuňava","zs:9,zs:10"
100012305,037873920,Základná škola,Základná škola,"Školská 6, Spišský Štvrtok","zs:9,zs:10"
100011667,037873938,Základná škola,Základná škola,"Toplianska 144, Raslavice","zs:9,zs:10"
100011631,037873954,Základná škola,Základná škola,Malcov,"zs:9,zs:10"
100011603,037873962,Základná škola,Základná škola,"Družstevná 222, Kurima","zs:9,zs:10"
100011463,037873971,Základná škola,Základná škola,"Nám.arm.gen. L.Svobodu 16, Bardejov","zs:9,zs:10"
100011476,037874004,Základná škola s materskou školou,Základná škola s MŠ,"Pod papierňou 16A, Bardejov","zs:9,zs:10"
100011504,037874012,Základná škola Bartolomeja Krpelca,Základná škola,"Tarasa Ševčenka 3, Bardejov","zs:9,zs:10"
100011511,037874021,Základná škola,Základná škola,"Wolkerova 10, Bardejov","zs:9,zs:10"
100011481,037874039,Základná škola s materskou školou,Základná škola s MŠ,"Pod Vinbargom 1, Bardejov","zs:9,zs:10"
100012334,037874055,Základná škola,Základná škola,"Duchnovičova 29, Medzilaborce","zs:9,zs:10"
100012345,037874063,Základná škola,Základná škola,"Komenského 6, Medzilaborce","zs:9,zs:10"
100011845,037874071,Základná škola Jána Švermu,Základná škola,"Štefánikova 31, Humenné","zs:9,zs:10"
100011871,037874080,Základná škola s materskou školou,Základná škola s MŠ,"Osloboditeľov 204, Kamenica nad Cirochou","zs:9,zs:10"
100011831,037874098,Základná škola,Základná škola,"Pugačevova 7, Humenné","zs:9,zs:10"
100011797,037874101,Základná škola,Základná škola,"Laborecká 66, Humenné","zs:9,zs:10"
100012085,037874187,Základná škola s materskou školou,Základná škola s MŠ,Slovenská Ves,"zs:9,zs:10"
100012119,037874195,Základná škola s materskou školou,Základná škola s MŠ,Stráne pod Tatrami,"zs:9,zs:10"
100012047,037874209,Základná škola,Základná škola,Krížová Ves,"zs:9,zs:10"
100012109,037874217,Základná škola s materskou školou,Základná škola s MŠ,Spišské Hanušovce,"zs:9,zs:10"
100012134,037874225,Základná škola s materskou školou,Základná škola s MŠ,"Školská 267, Veľká Lomnica","zs:9,zs:10"
100012095,037874233,Základná škola M. R. Štefánika,Základná škola M.R. Štefánika,"Štefánikova 19, Spišská Belá","zs:9,zs:10"
100017924,037874268,Základná škola s materskou školou,Základná škola s MŠ,"Nižná brána 8, Kežmarok","zs:9,zs:10"
100012141,037874276,Základná škola s materskou školou,Základná škola s MŠ,Vlková,"zs:9,zs:10"
100012000,037874349,Základná škola s materskou školou,Základná škola s MŠ,Jurské,"zs:9,zs:10"
100012081,037874357,Základná škola s materskou školou,Základná škola s MŠ,Rakúsy,"zs:9,zs:10"
100011945,037874381,Základná škola s materskou školou,Základná škola s MŠ,Topoľovka,"zs:9,zs:10"
100011915,037874390,Základná škola,Základná škola,Ohradzany,"zs:9,zs:10"
100011536,037874454,Základná škola s materskou školou,Základná škola s MŠ,Gaboltov,"zs:9,zs:10"
